"Title","Year","Country"
"What would I need to do if my travel documents are lost in a natural disaster?","2015","-1"
"Other passports queue arriving in UK?","2015","-1"
"What happens if all toilets become inoperative during a flight?","2015","-1"
"How do I benefit from flying Business class out of Montreal with Swiss?","2015","-1"
"What will happen if I overstay in Prague, Czech Republic for 1 day?","2015","-1"
"Is there any airline/alliance that offers round the world tickets for more than a year?","2015","-1"
"Is there a website that lists budget airlines for each country?","2015","-1"
"Is it possible to avoid overstaying by entering airport earlier than flight?","2015","-1"
"Is it true that I should delete search history and cookies when booking flights online?","2015","-1"
"Visa visitor, my bagages and check-in the first flight","2015","-1"
"RE-entering UK on tourist visa after leaving just before ancestry visa expires","2015","-1"
"What facilities does Ottawa airport provide after security?","2015","-1"
"Denver to Regina (or why is it so expensive to fly to Canada?)","2015","Canada"
"Cancellation with Brittany Ferries on debit card?","2015","-1"
"Is it possible to get from Johannesburg to Cathedral Peak in 1 day using public transport?","2015","-1"
"Is there such a thing as a printed traveler emergency reference? if so, where can it be found?","2015","-1"
"How can I get to Nanaimo from Vancouver airport?","2015","-1"
"Online flight tickets booking for others - charge additional booking fee","2015","-1"
"Practical information to prepare a visit to Kakslauttanen (igloo village) in Finland","2015","Finland"
"Less stay days than flight date in Schengen Zone","2015","-1"
"How can I know if I am still refused entry to the UK?","2015","-1"
"Can I take my spearfishing gun and free-diving equipment on a Cathay Pacific flight?","2015","-1"
"From Central London to Gatwick airport on 1 January 2016","2015","-1"
"How to find hotels in Europe which allow for anonymous check-in?","2015","-1"
"Monthly pass for traveling between Leuven and Brussels","2015","-1"
"What should we do about a UK Standard Visitor visa refusal (V4.2(a,c))?","2015","-1"
"How early are things open on Venice Beach, California, USA?","2015","-1"
"What are the food specialties of Charleston, South Carolina?","2015","-1"
"Why did the crew spray the cabin before take off?","2015","-1"
"Travel to India with expired Indian passport?","2015","India"
"What happens if you need to be sent to a hospital in a country you don't have a visa for, e.g. on a cruise ship?","2015","-1"
"Timing of yellow fever vaccination","2015","-1"
"Combining plane tickets","2015","-1"
"Delayed connecting flights","2015","-1"
"Which visa for post-graduate observership in US?","2015","-1"
"Banaue to Vigan directly without going through Baguio?","2015","-1"
"Are left pages of passports ever used?","2015","-1"
"My Indian passport is damaged. How can I apply for a new one?","2015","India"
"Is there a way to book a two-way flight where the return flight is more than a year after departure?","2015","-1"
"How to know what you can't openly talk about in China / Hong Kong?","2015","China"
"I have two passports/nationalities. How do I use them when I travel? Clarification Question","2015","-1"
"Insurance claim for cancelled trip due to sickness","2015","-1"
"Is there a ferry running from UK to Scandinavia?","2015","-1"
"Morning-after pill availability in Poland","2015","Poland"
"What specific security checks does one have to do when departing YYZ as of December 2015?","2015","-1"
"Failed driving test; alternatives to driver's license for minor's re-entry to the US?","2015","-1"
"Indian, USA resident, visit Europe , London Transit , transit visa needed?","2015","India"
"How much of Singapore shuts down on Christmas Day (and Eve?)","2015","Singapore"
"Swiss Embassy Visa Refusal","2015","-1"
"Baggage issues on Qatar Airways ticket","2015","Qatar"
"Can I take trains in Finland even if it shows sold out?","2015","Finland"
"Entering using American passport and leaving using Polish Passport","2015","-1"
"Expedia Travel Insurance in Stereo","2015","-1"
"Check In at Changi Airport Transfer Desk with Separate Itinerary Ticket / Dual Nationality / Different Names","2015","-1"
"Ergotron Neo-Flex in hand luggage?","2015","-1"
"Entry on an EU passport after deportation from the UK on an Israeli passport","2015","Israel"
"Difference between deportation and removal","2015","-1"
"Dublin-Newark-Fort Lauderdale with United","2015","-1"
"Will businesses be open on Christmas in Mexicali?","2015","-1"
"Use of US Dollar in Bahamas","2015","Bahamas"
"What is the ""White Schengen list""?","2015","-1"
"Can I enter and exit a country immediately?","2015","-1"
"Anywhere in the Philippines with fee-free ATMs?","2015","Philippines"
"Location of Air France's lounges in Paris Charles de Gaulle Airport, France?","2015","France"
"Are there any InterContinental Hotels Group (IHG) properties in Sri Lanka?","2015","Sri Lanka"
"Is there an easy way to check whether a given airport offers airside (visa-free) transit?","2015","-1"
"With a UK 6-months visa, can I leave and re-enter before that?","2015","-1"
"Received a letter from Toll Roads asking for Toll Due. Is that a scam?","2015","-1"
"Can I drive in the United States with a Spanish issued drivers licence?","2015","United States"
"Do I need a new visa for Russia if my name has been legally changed?","2015","Russia"
"What is an effective means for complaining to an airline and having my complaint properly addressed?","2015","-1"
"Why is the moon hiding from me?","2015","-1"
"Possibility of being refused entry in Schengen countries?","2015","-1"
"What are the top things to do in Istanbul, Turkey?","2015","Turkey"
"Taxi or bus from Rabat to Marrakech","2015","-1"
"Using mobile internet with a Elephone P7000 in the USA","2015","-1"
"How to cancel a valid Schengen visa and apply for a new visa?","2015","-1"
"Choosing the Airline for a long-haul fligt, Europe to Taiwan","2015","Taiwan"
"Immigration officer that stopped me at the airport is texting me. What do I do?","2015","-1"
"Can I have an unregistered guest come over at a hotel?","2015","-1"
"Is it more expensive to buy airplane tickets around Christmas?","2015","-1"
"Why is the light in an airplane turned off during take off and landing?","2015","-1"
"Where are these old Yugoslavian monuments?","2015","Yugoslavia"
"Public Transportation, cheapest route from Newburgh, to Potsdam, NY?","2015","-1"
"How to find where there are safety issues in Paris?","2015","-1"
"Stamps of passport gone","2015","-1"
"Is it safer to drive up or down a dangerous mountain road?","2015","-1"
"72h visa free transit BEIJING - HONG KONG - THAILAND - BEIJING - PARIS","2015","Thailand"
"Shops in Milano on the 28th of December (Monday)","2015","-1"
"What exactly can US immigration search or ask me to do to enter the US","2015","-1"
"What is a ""backup"" flight?","2015","-1"
"Flying with Swiss Economy class (W) - what is my luggage allowance?","2015","-1"
"Can I carry contact solution onto a plane that is more than the 3oz limit?","2015","-1"
"Iberia changed my flight and I now have a 24+ hour layover in Madrid, what are my rights?","2015","-1"
"Which countries can I visit on an expired US visa but valid status in USA?","2015","-1"
"Transfer in New Delhi to different airline with no checked bags?","2015","-1"
"Gillette shaver on board?","2015","-1"
"How did the cabin crew know that I didn't get my preferred meal in a previous flight?","2015","-1"
"Why is a flight going west longer than the same flight going west to east?","2015","-1"
"Is a UK Transit visa required by an Indian national travelling from Ireland to India via LHR?","2015","Ireland"
"Can the Entry Permit No of two visas be the same?","2015","-1"
"Consequences of accidentally holding onto two Indian passports simultaneously?","2015","India"
"Which Norwegian language to learn?","2015","-1"
"When to visit both the Schengen area and the UK, which visa should be obtained first?","2015","-1"
"Visiting USA as a German with Iranian parents","2015","Iran"
"Is every museum in Washington DC free to visit?","2015","-1"
"New Visa Waiver law","2015","-1"
"DM in Berlin open during christmas?","2015","-1"
"How can one use a child car seat that requires a top tether in an airplane?","2015","-1"
"India to Jamaica via UK and USA: do I need transit visas?","2015","Jamaica"
"How to show evidence of money being transferred from another account?","2015","-1"
"Mobile Wifi Rental in Turkey?","2015","Turkey"
"Can I ask for a re-stamp on my passport at Incheon airport?","2015","-1"
"Are shopping malls open in Washington DC and nearby areas during the holidays?","2015","-1"
"As a foreigner do I need a permit to spearfish in Australia?","2015","Australia"
"Do the bus routes in Paris follow a regular pattern?","2015","-1"
"Last name misspelled on visa to south africa","2015","South Africa"
"Is it rude to ask if the food contains pork or alcohol?","2015","-1"
"A prepaid sim card for vacations to use in France & UK? (2015)","2015","France"
"UK visit visa refusal: insufficient financial documentation","2015","-1"
"Are visa requirements for a Tunisian entering Ceuta or Melilla the same as for mainland Spain?","2015","Tunisia"
"Euro or USD acceptance in Mauritius","2015","Mauritius"
"Can I take a flight from Frankfurt to India on the expiry day of my polish temporary residence card?","2015","India"
"Singapore visa-free entry: staying longer than duration indicated on entry slip?","2015","Singapore"
"Is there a ticket to see just Brunelleschi's Cupola and if so, can I buy it online?","2015","-1"
"Apply for Schengen visa in a third country","2015","-1"
"Is there a website that can show the best deals for roundtrip flights separated by a certain number of days?","2015","-1"
"Is it possible to transfer air-side when flying through Paris Orly airport?","2015","-1"
"Transiting in Abu Dhabi (UK passport) for 20 hours, is this itinerary possible?","2015","-1"
"Only one hour for changing flight from Victoria BC to SFO to LHR","2015","-1"
"Buy old currency in Bratislava and Vienna","2015","-1"
"Easiest way to carry two laptops to India and back from USA?","2015","India"
"Circumventing a ban from the UK using another passport with a different name and dates of birth?","2015","-1"
"Are there luggage lockers in Athens international airport?","2015","-1"
"How can one visit the Door To Hell?","2015","-1"
"book return ticket with additional traveller on return ticket","2015","-1"
"Travel on expired I-94. Is return on automatic revalidation possible?","2015","-1"
"Driving from New York to Toronto, Canada - Transit visa - Indian citizen","2015","India"
"Easiest way for a tourist to buy spices in Hong Kong","2015","-1"
"Tight international connection at Atlanta?","2015","-1"
"Passport will expire in 4 months. Will UAE grant a visa?","2015","-1"
"Is it safe and practical to visit the Northern Territory?","2015","-1"
"Where can I have a hammam (Turkish bath)?","2015","-1"
"Where can I find detailed information about passports of different countries worldwide?","2015","-1"
"Checking/stowing luggage in London for a stopover visit","2015","-1"
"Is scooter rental in Philippines as common among tourists as it is in Thailand?","2015","Thailand"
"My dad is a UK citizen, does he need a separate ESTA for each trip?","2015","-1"
"Luggage locker at Warsaw Central Railway Station","2015","-1"
"Do I need a Schengen visa if I have UK permanent residency?","2015","-1"
"What high-speed intercity trains allow passengers to sit in the front cabin?","2015","-1"
"Buy mobile data in Morocco with Inwi SIM card","2015","Morocco"
"Is it safe to travel to Dubai if you're an atheist?","2015","-1"
"Australian permanent resident countries to visit without visa","2015","Australia"
"Under 18 year old overstay in the US returned back to Europe, am I still able to re enter the US?","2015","-1"
"Which is the best way to go from La Guardia to Manhattan","2015","-1"
"Legal status of voluntary homelessness among tourists/short term visitors","2015","-1"
"What should be the visa type for an under 18 going to a conference in the UK?","2015","-1"
"Flying to US with German & Iranian Passport","2015","Iran"
"Can I trasport a small set of tools with me in the airplane?","2015","-1"
"Do I need to do the checkin in the Thalys?","2015","-1"
"Do the immigration agencies of EU member states keep records of EU citizens entry/exit from the Schengen zone?","2015","-1"
"Can I take a 24"" computer monitor on board?","2015","-1"
"Do shops in Germany open on 2nd Jan?","2015","Germany"
"Are there any comprehensive spas (""wellness"") in Prague?","2015","-1"
"Will I be able to enjoy the 24 direct transit exemption in China?","2015","China"
"Flying from/to Geneva with a Schengen type D Spanish visa","2015","-1"
"Can one apply for a visa outside their home country?","2015","-1"
"My sister's laptop was gone when she gate-checked her bag. What can she do?","2015","-1"
"Effect of earlier US B1 visa reject on F1 application","2015","-1"
"Can I bring iphone from USA and give it to my friend in Germany if she meets me in transit area?","2015","Germany"
"Belgian travel document transit through Canada","2015","Canada"
"A refund that I think my agent wants to cheat me on","2015","-1"
"Does pollution in China suggest no bicycling?","2015","China"
"Is it possible to avoid removing my shoes if doing so will interfere with a supportive ankle brace?","2015","-1"
"Will I be able to enjoy the 72 hours direct transit exemption in China?","2015","China"
"Where to safely park a car in Hamburg for few days?","2015","Hamburg"
"Bistrot guide for Paris. Is there one online?","2015","-1"
"How to find which UK visa type was previously issued for me, if I don't have the previous passport?","2015","-1"
"Eurostar - Is return ticket valid if I miss the first leg?","2015","-1"
"When does Emirates release its economy saver tickets?","2015","-1"
"Luggage lockers at Jardin Majorelle in Marrakech?","2015","-1"
"if you buy two seats on a flight will you be able to bring on twice the carry-on luggage?","2015","-1"
"Studying in US under J1 Visa, also have current ESTA, can I stay after grace period using ESTA?","2015","-1"
"In what countries does 911 work as an emergency number?","2015","-1"
"Does Google Maps app work well when offline in Dordogne France?","2015","France"
"Entry Refusal - what does this stamp mean?","2015","-1"
"Is it possible to bring Tramadol into Qatar?","2015","Qatar"
"Can I easily travel in Italy by bus/train without any prior reservation?","2015","Italy"
"How to write a letter of complaint after a UK visa refusal?","2015","-1"
"Which floating villages/markets in Cambodia/Vietnam are most suitable for a touring family with small children in February?","2015","Vietnam"
"Is a transit visa needed to transfer in Boryspil airport?","2015","-1"
"What is the latest public transport I can take in the evening from London Heathrow to Bournemouth?","2015","-1"
"If I want to travel to Brazil, can I get by with English?","2015","Brazil"
"Need advice on problems with Bookings.com and a hotel","2015","-1"
"Is it possible to enter Taiwan without a return ticket?","2015","Taiwan"
"Public pianos in the U.S","2016","-1"
"Organise a spa break over a weekend departing from West Sussex","2016","-1"
"What is the difference between Google Flights and the ITA Matrix?","2016","-1"
"Is it rude to pay tips in Iran?","2016","Iran"
"How bad does traffic get between East Hamilton and Oakville, Ontario?","2016","-1"
"Can an Egyptian national marry a Bulgarian national in Bulgaria while on a tourist visa?","2016","Egypt"
"May I be refused to enter the UK?","2016","-1"
"Flying via Dubai with antidepressants, what do I need?","2016","-1"
"Transit without visa through Sydney Airport when changing carriers","2016","-1"
"How is the Louvre queue on free sunday?","2016","-1"
"Is it possible to visit a water pumping windmill and a industrial windmill at the same location","2016","-1"
"Are there any ""brand"" museums in Los Angeles?","2016","-1"
"Triple Citizenship","2016","-1"
"Is there an easy way to compare which airfare search engines cover which airlines?","2016","-1"
"Boats/ferries/cargos from Dakar to Cape Verde islands?","2016","Cape Verde"
"Do any countries share passport info of all its citizens?","2016","-1"
"Can I see fireworks from a passenger airplane (at cruising altitude)?","2016","-1"
"Is the Budapestcard worth the price if I use it for transport mainly?","2016","-1"
"How do airports check incoming goods","2016","-1"
"Taking a photo in a US supermarket","2016","-1"
"Organizing an international high school reunion and looking for a visa-friendly, enjoyable, and affordable destination","2016","-1"
"Cancel a Hotel Room After Checking in Online","2016","-1"
"Is a 17-inch (wide) / 30-inch (pitch) seat comfortable for a long-haul flight?","2016","-1"
"What documents are required to drive a motorcycle from Kazakhstan to China?","2016","Kazakhstan"
"Do South Africans require any sort of visa for a 5 hour stop over in Abu Dhabi?","2016","South Africa"
"Airlines actions for overbooking a flight","2016","-1"
"Are there facilities for luggage storage in Barranquilla?","2016","-1"
"Why do children sometimes cost more than adults when booking vacations?","2016","-1"
"How to get from old town Cartagena to the airport for a very early flight?","2016","-1"
"How early should I reserve Shinkansen tickets during April?","2016","-1"
"Where are these unusual rock formations rising from the water?","2016","-1"
"Is it possible to get an e-Visa for Vietnam?","2016","Vietnam"
"Different documents shown when entering and exiting the UK - could this lead to immigration assuming I've overstayed?","2016","-1"
"Easier to travel on a Swiss passport than American?","2016","-1"
"Where exactly does the Carnaval de Barranquilla take place?","2016","-1"
"How can you identify the year of a boarding pass","2016","-1"
"Cancellation of a connection flight","2016","-1"
"Why does it take much lesser Alaskan miles to redeem Emirates First Class award than using Emirates Skywards miles?","2016","-1"
"Secondary school in the US just for one month","2016","-1"
"Transferring between airports in Oslo (Norway)","2016","Norway"
"Apply for US passport for my child; other parent is abroad","2016","-1"
"Visiting the US under ESTA for 90 days,then Mexico for 90 days, can we return to the US to catch a flight home to Ireland?","2016","Mexico"
"Can I travel to the UK later than the start date of my visa?","2016","-1"
"Compensation for denied boarding due to baggage delay","2016","-1"
"Overstaying US Visa Waiver Program","2016","-1"
"Indian customs rules on bringing packed iPhone","2016","India"
"Reapplying for a UK tourist visa after being refused once","2016","-1"
"Is the ""Visa Waiver Program Improvement and Terrorist Travel Prevention Act"" already valid?","2016","-1"
"How do locals in the country of Georgia treat tourists with darker skin color?","2016","Georgia"
"UK visitor visa - max validity period policy?","2016","-1"
"How to get from Nagoya Airport to Matsumoto by bus","2016","-1"
"Is there a law in Japan that dogs in public spaces must be leashed at all times?","2016","Japan"
"What are the risks of drinking tap water in Vietnam?","2016","Vietnam"
"Can I switch OneWorld airline loyalty schemes and retain my benefits?","2016","-1"
"Visiting Russia as an Arab. Am I going to be hassled?","2016","Russia"
"How to collect my Virgin train tickets from self-collection counter if I book on thetrainline.com and pay with paypal?","2016","-1"
"Manchester to Sheffield and back in a single day","2016","-1"
"Why are shops closed at 6pm in Wolverhampton city centre?","2016","-1"
"Black Labyrinth or Tube it in Waitomo?","2016","-1"
"UK Non-Direct Airside Transit visa for Tunisian citizens","2016","Tunisia"
"Mangos on flight from Palawan to Manila?","2016","-1"
"Hotel charged for booking, despite not having checked in","2016","-1"
"Pack of 10 tickets in Metro, Paris, can you share?","2016","-1"
"Can you exit and re-enter with the same ticket in Paris Metro?","2016","-1"
"Is it possible to get on one of the skyscrapers in Warsaw?","2016","-1"
"Non EU parent to a EU citizen","2016","-1"
"Cyprus to Gaza by sea in an inflatable craft","2016","Cyprus"
"What countries Indian passport holders can travel without a visa","2016","India"
"Accompany a passenger airside at London Stansted","2016","-1"
"Schengen visa, multiple entry, tier 4","2016","-1"
"Is there really a line that separates Mongolia from China?","2016","Mongolia"
"Where can I find an ATM in Luang Prabang International Airport?","2016","-1"
"Booked a Vietnam Airlines codeshare flight OP'd by China Air - can I reserve a seat ahead of time?","2016","Vietnam"
"Travelling to Kiruna, Sweden from Dubai, clothing during extreme cold climate","2016","Sweden"
"Can anyone identify this beach?","2016","-1"
"Unclear about visa type: US tourist vs transit","2016","-1"
"Fast re-entry on renewed ESTA?","2016","-1"
"Charles de Gaulle Layover 4 hours 35 minutes","2016","-1"
"Enter Schengen with a 'damaged' UK passport as Schengen resident","2016","-1"
"What is this extra row of seats on American Airlines flights?","2016","-1"
"Must I enter Egypt on the exact date I specified on my visa application?","2016","Egypt"
"Do I need to buy a flight ticket for my appealing to the german embassy","2016","-1"
"Travelling as an unmarried Western couple in Indonesia","2016","Indonesia"
"Laptop and tablet restrictions within US air travel","2016","-1"
"I have a travel voucher from American Airlines. Can I use part of it now, and the rest later?","2016","-1"
"Fastest transfer from Vancouver Airport (YVR) to Whistler","2016","-1"
"Iphone App for Collaborating on planning a long vacation togather","2016","-1"
"Looking to enter NZ on one passport and leave on another","2016","-1"
"Can I travel within the USA only with the I-551 stamp from passport?","2016","-1"
"Paying an unreceived traffic fine in Paris","2016","-1"
"Passports Thailand","2016","Thailand"
"My aunt is paying for my trip to the US. How can I demonstrate that when applying for a B1/B2 visa?","2016","-1"
"Do I need Schengen Visa for transit in Dusseldorf, flying in from CGK-Abu Dhabi-Dus-JFK?","2016","-1"
"After renewing an ESTA, do I have to do anything for Global Entry too?","2016","-1"
"Technical stoppage, which visa required?","2016","-1"
"How quickly can I reapply for an Egyptian tourist visa after getting refused once?","2016","Egypt"
"Flying into and out of Heathrow Terminal 2; can I go to Terminal 4 for coffee with a friend?","2016","-1"
"What are the guidelines for summer beach clothes in Morocco?","2016","Morocco"
"How can I get from Marrakech to Kasbah Du Toubkal?","2016","-1"
"Will I get any trouble after forgetting to return I-94 form on time?","2016","-1"
"Consequences of being arrested by mistake in the USA","2016","-1"
"Border visit to China from Uttarakhand, India?","2016","India"
"Does Germany enforce a six month passport rule?","2016","Germany"
"Can I bring a cooking knife to the Maldives?","2016","Maldives"
"Is it possible to take a soldering iron aboard an airplane?","2016","-1"
"What's the age cutoff for a youth fare on Austrian Railways?","2016","Austria"
"Swiss Airlines long layover (10+ hours) in Zurich Airport - Eligible for hotel accommodation?","2016","-1"
"Will I be allowed to enter Ireland if I was deported from UK","2016","Ireland"
"Traveling with only a travel document, not a passport","2016","-1"
"Easily accessible snow in Nepal","2016","Nepal"
"Two Indian passports in one name","2016","India"
"Abandoned railway stations in Japan","2016","Japan"
"UK Visit Visa refusal -- need advice on next step","2016","-1"
"What is the best way to carry photographic film when travelling?","2016","-1"
"Are there power points in Dubai International Airport, UAE (DXB)?","2016","-1"
"About UK driving license","2016","-1"
"I am a German citizen visiting my girlfriend in the US for 2 x 50 days a year under the VWP. Can I work remotely and will I have to pay US Taxes?","2016","-1"
"Applying Australia Tourist Visa from Bangkok, for Nepali","2016","Nepal"
"Scenic sight-seeing locations in and around Gurgaon?","2016","-1"
"“Proof of legal status” for applying for a Chinese visa in United Kingdom","2016","United Kingdom"
"Pasto or Popayan, which one is safer?","2016","-1"
"Things to visit in West Sussex, Great Britain","2016","-1"
"US: Immigration officer demanded I leave the country after 2 months (when VWP gives me 3 months)","2016","-1"
"In Europe, where is a water border with visible markers, which can be crossed by a tourist in a small rented boat, without a passport check?","2016","-1"
"Is the direct connection from Helsinki-Vantaa Airport to the train line open yet?","2016","-1"
"Herding lessons / sheepdog training classes in Japan?","2016","Japan"
"Renewing F1 visa while visiting Japan","2016","Japan"
"Checking in baggage early with United Airlines at San Francisco","2016","-1"
"Can I make a 1hr full-transfer at Stansted?","2016","-1"
"Safe place to store luggage for 5 days in Sofia, Bulgaria","2016","Bulgaria"
"Why does Australia have little in the way of visa free travel?","2016","Australia"
"Does Kish Island allow Israelis?","2016","Israel"
"Consequences of travelling to Iran","2016","Iran"
"Does the UK visa system discriminate against Muslims?","2016","-1"
"Is March/April a good time to visit Canada?","2016","Canada"
"Indian national with EU family member permit issued in UK. Do I need a UK visa to enter the UK?","2016","India"
"What trousers/pants do women wear in Baltic cities in winter?","2016","-1"
"Are you allowed to set up a tent/van at Australian ""Rest Stops""?","2016","Australia"
"How can an Indian national get a Jamaica tourist visa?","2016","Jamaica"
"New Zealand citizen who has been living in Korea a year, do I need a TB check to enter the UK?","2016","New Zealand"
"How do you know if you have a 10-year ban for overstaying in the USA?","2016","-1"
"What will happen if 2 out of 3 seats are confirmed and 1 seat is in Waitlist which is booked via IRCTC online?","2016","-1"
"What is the official website of the Vietnam embassy in Canada?","2016","Vietnam"
"Enquiry for visa requirement","2016","-1"
"How to apply for a Japanese visa without an Indian tax return statement?","2016","Japan"
"Travelling from Rabbit Island (Cambodia) to Can Tho (Vietnam)","2016","Vietnam"
"Dual passport US/EU in transit through London between US and EU. What to use where?","2016","-1"
"Can I return to the Netherlands without passport (but with Dutch residence permit)?","2016","Netherlands"
"Could a ticket from London to Cape Town cost the same in 2016 as it did in 1976?","2016","-1"
"Getting back to Brussels from Sint-Truiden with public transportation on a friday night","2016","-1"
"Which sub-type should I choose for a Standard Visitor visa and when will it expire?","2016","-1"
"US visa traveling 3 months before the expiration date B2 tourism type for a minor","2016","-1"
"20 hour flight connection wait in Morocco. Can I sightsee?","2016","Morocco"
"Getting a US minor passport when you can't find one parent","2016","-1"
"Safety in Karachi, Pakistan","2016","Pakistan"
"Legal to hire a model for non-professional pictures under ESTA/VWP?","2016","-1"
"Is it easy to get snowboard/ski hire in Borovets without prior booking?","2016","-1"
"Visiting India - what amount of cash is recommended, and in which currency?","2016","India"
"Is it becoming illegal for a Canadian citizen to enter Canada presenting a foreign passport?","2016","Canada"
"5 Year Tourist visa in UK on an Australian passport","2016","Australia"
"Cheapest destination for a white Christmas starting from Sydney?","2016","-1"
"Easy residency requirements","2016","-1"
"Can I stay in Schengen area after my visa still valid but breach the condition","2016","-1"
"Visa Waiver traveling to USA from Canada","2016","Canada"
"South Africa for students","2016","South Africa"
"How can I get my son's passport renewed within 24 hours?","2016","-1"
"Maximum withdrawal from an ATM in the USA","2016","-1"
"Barranquilla airport (Colombia) to Cartagena","2016","Colombia"
"Is a passport required for an Alaska cruise that has a stop in Canada?","2016","Canada"
"Do I still need to bring/print e-ticket reference number if I check in on-line and print my boarding pass?","2016","-1"
"Family booking of 35-40 people on Indian Railways - is it possible?","2016","India"
"Can I re-enter the US with a valid I-94 but without my expired visa-bearing passport?","2016","-1"
"Am a Ghanaian, do I need a transit visa to travel through Belgium and Germany to Georgia","2016","Ghana"
"Import Duty on electronics being brought to India from the USA","2016","India"
"Where can I try an autonomous driving car?","2016","-1"
"Why are some shops duty free and not others at JFK international airport?","2016","-1"
"How can I determine the carry-on size / weight limits and restrictions for a US domestic flight?","2016","-1"
"Schengen visa rules","2016","-1"
"Airline Change of Equipment Code","2016","-1"
"Traveling Amsterdam-Brussels with KLM ticket on Thalys - When / where does my ticket get stamped?","2016","-1"
"How to travel between Las Vegas and Death Valley by public transportation?","2016","-1"
"Third party issued a wrong ticket","2016","-1"
"How to tell if two flights are scheduled to use the same equipment when booking?","2016","-1"
"Why is the ticket from an airport further away half the cost?","2016","-1"
"Malpensa Aeropuerto – Gallarate by bus — where and how to buy tickets?","2016","-1"
"What you do when you see a cheaper flight after you booked a non refundable flight?","2016","-1"
"E-boarding pass - Do you really need the paper boarding pass for Spirit Airlines?","2016","-1"
"Entitlement to China visa while on a tourist visa of Macau","2016","China"
"Seeking Starbucks in Vienna very near to public transportation","2016","-1"
"Polish citizenship from grandparents","2016","-1"
"Montreal - tips to avoid troubles with Immigration","2016","-1"
"Is a snowboard bag within the baggage allowance when flying Air China?","2016","China"
"Canadian citizen traveling to USA on British Passport using ESTA","2016","-1"
"Travel to the USA on business purpose accompanied by my cousin","2016","-1"
"Documents for travel between Republic of China and People's Republic of China?","2016","China"
"What cities have very stable temperatures that are over 19 degrees centigrade all year round?","2016","-1"
"Is B1 visa in perfect condition valid on old damaged passport?","2016","-1"
"Can an Indian travel to UK from India to stay for a couple of months and then travel to USA from UK directly without going back to India?","2016","India"
"As a Moroccan citizen travelling from Budapest to Morocco with a layover in UK for 8 hours do I need a visa to transit?","2016","Morocco"
"Does melatonin work as a jet lag remedy?","2016","-1"
"Spirit Airlines online check-in with no printer","2016","-1"
"How many smartphones can I take on an airplane?","2016","-1"
"American B1/B2 visa expiry and travel","2016","-1"
"Which toilets in the Philippines are more likely to have seats? And why are toilet seats often missing there?","2016","Philippines"
"Why did Cebu Pacific Air weigh me?","2016","-1"
"What conditions can hold luggage expect during a flight?","2016","-1"
"Forgot to reserve a seat on Norwegian Air. Do I need to check-in in person?","2016","-1"
"Is additional documentation required for an application for a UK Standard Visitor visa?","2016","-1"
"Can a child enter the UK on an accompanied visa and then leave the country alone?","2016","-1"
"Are there drinking water fountains at Birmingham Airport (UK)?","2016","-1"
"Aer Lingus Flight to Ireland Question","2016","Ireland"
"Snow Access in North India in the winter","2016","India"
"Safety of a southern Sri Lankan in Tamil Nadu","2016","Sri Lanka"
"Can I use Missed Flight Cover to change the date of my ticket?","2016","-1"
"Park and Ride in Paris France","2016","France"
"Lost Singapore entrance visa","2016","Singapore"
"Is there a website to find points to get tap water at airports?","2016","-1"
"International Legality for travelers to import or buy poppy seeds used as cooking spice?","2016","-1"
"Confusion about the 90/180 day period Schengen visa","2016","-1"
"BA Executive club avios expiration","2016","-1"
"Flying from Ibiza to Dublin on route to New York City","2016","-1"
"When flying to Canada via London, where do I pass customs and immigration?","2016","Canada"
"Motorcycle type/class for the back of an RV","2016","-1"
"Another tourist Schengen visa after the previous one in 2 months?","2016","-1"
"Traveling with new passport to India, but forgot the old passport with the visa back home","2016","India"
"If a Dubai hotel sponsors my visa am I required to stay there?","2016","-1"
"How to browse available cars/quotes on Uber without providing credit card?","2016","-1"
"How can I spend older Canadian money?","2016","-1"
"Do Indian citizens need a visa for Okinawa?","2016","India"
"Best prepaid SIM card for a short visit to the Philippines?","2016","Philippines"
"Does Qantas allow booking an Open-Jaw ticket with domestic connections in South Africa?","2016","South Africa"
"Possible to get a copy of a still-valid Schengen visa in a new passport?","2016","-1"
"Do I need a transit visa or anything to visit the city while on a layover in Amsterdam? if am holding a Schengen visa","2016","-1"
"Are there paraglide/paramotor operators around Lake Toba?","2016","-1"
"Deportation impact on future travels","2016","-1"
"How does Austria's suspension of Schengen affect travellers (both EU and non-EU)?","2016","Austria"
"To get Schengen visa can my arrival and departure countries be different?","2016","-1"
"Pets outside of cages/kennels on planes?","2016","-1"
"Is Austria out of Schengen? Can EU citizens travel there normally with IDs?","2016","Austria"
"Luggage lockers in downtown Hanoi?","2016","-1"
"Reaching Famous Beaches within Tayrona National Park?","2016","-1"
"Second most photographed building in the southern hemisphere - why?","2016","-1"
"Traveling to Colombia - cash or card?","2016","Colombia"
"Is 85 minutes enough time to transfer in MCO from international flight?","2016","-1"
"Travel on 90 days visa free travel period in Schengen or National Visa D?","2016","-1"
"Hiking the French-Spanish border?","2016","-1"
"Deported from a GCC country, can I get a study visa for Germany?","2016","Germany"
"How does the new landlord duty affect visitors to the UK?","2016","-1"
"Moving from US to South Korea, what surge protectors can I buy?","2016","South Korea"
"Full name too long for USA passport application. What to do?","2016","-1"
"US citizens previously refused entry into UK. Does this refusal of entry mean that we will have problems going back as tourists?","2016","-1"
